# {"env_id": "HopperBulletEnv-v0", "t_start": 1587161614.5459487} 
r,l,t
107.793211,74,626.335291
90.989231,65,626.428303
100.722927,67,626.525664
108.236107,77,626.63736
89.615115,76,626.74547
19.333022,8,626.757073
125.408069,87,626.874017
47.875941,45,626.934115
94.420972,64,627.020529
99.074286,71,627.116289
99.426118,68,627.206576
104.689617,70,627.300726
122.211339,89,627.419488
104.712745,70,627.511756
133.048365,89,627.633241
114.77145,75,627.734095
127.227509,84,627.848915
112.054415,73,627.949858
106.122579,71,628.051339
47.751405,55,628.145338
121.487337,74,628.250447
75.82132,64,628.341899
113.523691,82,628.458356
99.614484,85,628.577949
110.171185,72,628.681346
100.274943,77,628.789222
106.699619,79,628.897949
86.416617,65,628.987101
87.417337,60,629.071288
115.972489,78,629.376725
112.648572,79,629.487699
105.151357,74,629.590904
101.511806,70,629.693794
99.539411,80,629.806649
109.549748,80,629.914505
113.40037,75,630.016602
99.840638,66,630.112327
105.820697,73,630.218318
122.445349,78,630.334137
100.770679,75,630.437306
129.186894,86,630.556512
105.732951,64,630.64741
109.540712,72,630.7474
67.184892,55,630.822837
109.814738,75,630.925912
73.30814,60,631.009438
83.265377,60,631.092449
92.706662,73,631.193195
114.982939,73,631.294059
110.195317,85,631.40747
113.696561,77,631.50928
108.366129,74,631.606765
113.480523,69,631.704422
99.616327,87,631.826037
86.811049,63,631.916103
95.208808,72,632.038366
119.139479,87,632.180286
121.328794,92,632.505022
101.219113,73,632.607863
97.694525,68,632.708865
110.498399,79,632.821501
103.286052,80,632.932139
95.496416,72,633.033433
121.745946,81,633.14823
73.008522,53,633.223007
107.427052,88,633.345547
100.187561,73,633.445886
110.148342,78,633.555904
97.014885,74,633.661585
105.075161,77,633.763624
112.961212,77,633.866597
114.252826,84,633.980234
123.281464,84,634.092167
100.68807,72,634.186278
109.6947,80,634.291394
119.468454,87,634.411719
133.452463,91,634.541013
109.558419,73,634.645771
100.366331,70,634.742909
112.625074,78,634.850369
104.338091,78,634.960871
76.133324,58,635.044025
109.643444,85,635.162271
97.922782,66,635.4475
112.993285,74,635.555972
108.504288,81,635.672616
114.110032,85,635.792526
118.228225,72,635.897878
100.099482,76,636.014958
111.685352,75,636.122291
98.1824,75,636.226902
91.041662,70,636.326432
109.764787,71,636.425836
104.870608,76,636.532167
74.716005,52,636.604777
76.618012,58,636.688579
113.350068,69,636.784167
105.968274,78,636.89205
111.576778,76,636.996077
108.442075,85,637.113807
113.480531,75,637.216812
119.88353,87,637.337582
117.337477,84,637.455365
18.486454,8,637.466651
113.147854,81,637.57808
77.991072,61,637.66691
73.627691,55,637.742247
91.190394,68,637.835748
98.496352,68,637.929295
105.438866,70,638.030443
117.010635,77,638.142055
110.499969,82,638.258379
124.997839,87,638.575913
87.295737,74,638.683288
123.591755,86,638.805063
104.940861,68,638.902394
105.884526,71,639.001755
93.694595,63,639.090125
122.037481,77,639.196727
112.948759,83,639.318796
112.82276,96,639.456973
90.292993,67,639.553334
118.771864,82,639.674618
114.666147,79,639.786814
130.422549,89,639.917479
65.480676,61,640.000691
102.128209,93,640.12827
114.304891,70,640.229617
87.80137,60,640.318789
104.691368,73,640.418029
95.855167,68,640.510807
95.887337,69,640.605736
115.223593,79,640.713535
117.919036,80,640.820657
107.209156,75,640.921883
115.394088,84,641.032299
102.860422,81,641.138686
120.840379,76,641.245527
119.098887,72,641.346117
97.705175,68,641.636235
111.093705,77,641.747376
108.430398,77,641.853921
103.202363,71,641.952343
85.111232,63,642.041453
102.281143,75,642.146916
112.428067,81,642.259234
107.449533,76,642.365585
105.375634,81,642.47747
102.077332,68,642.572819
108.614548,84,642.692223
88.326096,61,642.775732
111.545945,77,642.881496
102.885795,73,642.980829
112.998842,81,643.093915
117.695235,83,643.211314
120.11662,77,643.318182
103.674066,69,643.414495
99.920758,70,643.512902
99.418513,77,643.621261
24.923758,17,643.646613
110.595107,75,643.755673
126.52387,90,643.885828
103.880015,73,643.985877
118.293352,81,644.100213
113.864086,76,644.205868
89.135178,66,644.300556
102.613701,63,644.390223
115.336108,84,644.714807
99.578574,63,644.809119
111.163777,81,644.921307
97.88063,66,645.013006
110.445353,75,645.117686
112.049791,79,645.223707
116.850782,76,645.326452
90.988786,65,645.413189
117.416533,72,645.510373
63.303902,49,645.57804
112.172768,77,645.687164
84.865167,58,645.76506
102.71435,64,645.850549
90.591885,61,645.933753
121.969387,81,646.044364
97.825539,69,646.138253
108.308825,78,646.242465
110.432264,68,646.33363
114.049046,72,646.431669
98.566101,70,646.524356
98.532531,73,646.627646
122.665254,86,646.748495
115.860086,85,646.866134
97.214798,73,646.968884
114.216586,78,647.078382
95.673388,65,647.168179
98.308802,69,647.262347
113.270471,70,647.35899
109.481612,75,647.463076
124.686278,82,647.809332
106.979639,81,647.928351
118.731615,84,648.046826
29.740416,27,648.085478
105.946243,78,648.194169
118.471762,82,648.30928
97.173846,66,648.401928
111.744151,72,648.501149
103.601966,67,648.596281
119.981988,83,648.721729
108.305925,74,648.829922
115.085793,82,648.947283
99.186219,71,649.049181
100.657957,65,649.14097
114.937833,88,649.265683
119.546904,82,649.38278
110.391504,75,649.490381
109.243599,74,649.596126
106.680963,76,649.711529
113.040099,85,649.827414
111.402677,82,649.93945
92.05803,68,650.033322
120.874423,76,650.15191
110.287139,75,650.254827
111.459365,79,650.367145
108.783886,70,650.463294
120.898491,74,650.563993
35.570365,27,650.601693
103.852171,73,650.903206
122.748106,83,651.023505
120.095754,80,651.140408
93.201958,60,651.227163
69.427664,63,651.316265
112.596492,79,651.427012
108.405958,77,651.534642
97.317855,67,651.630847
110.834697,77,651.745947
90.230075,59,651.831646
97.959072,69,651.926974
98.840209,68,652.021316
121.408662,83,652.138117
113.920277,80,652.247992
124.767719,89,652.370277
109.123153,79,652.478144
108.09251,66,652.568442
104.50928,62,652.655669
101.972252,75,652.758873
95.070562,69,652.85326
87.131903,70,652.948952
121.200822,74,653.051372
113.519344,76,653.156106
125.31479,81,653.265902
98.502144,75,653.367863
118.26731,84,653.481909
84.75846,62,653.564054
128.511474,96,653.889771
122.499484,79,654.003504
115.045602,77,654.112556
118.445098,93,654.244558
105.485017,76,654.354099
93.843075,67,654.449378
129.16576,92,654.581784
106.438096,88,654.707462
104.419575,74,654.810249
126.791884,94,654.940932
116.581963,82,655.054678
106.462675,74,655.15788
95.975728,73,655.255549
105.16736,99,655.394001
123.240931,83,655.505918
124.392229,96,655.639955
121.039331,85,655.768502
104.447798,82,655.883558
114.814583,87,656.003534
115.358682,79,656.112787
27.72312,18,656.138089
111.208361,71,656.236173
119.812992,89,656.357947
116.944795,73,656.459344
22.893851,12,656.476234
116.577302,80,656.58583
115.739254,78,656.694814
16.533595,8,656.706355
99.186429,71,656.999753
107.605566,76,657.108926
114.677325,70,657.206098
93.053582,75,657.310538
80.813053,67,657.405043
124.188749,86,657.524046
105.183078,75,657.63229
104.888359,74,657.735825
93.977441,68,657.830205
120.791524,87,657.951883
110.462295,73,658.054573
123.162264,83,658.167989
82.696895,74,658.268598
126.115058,86,658.388752
105.384645,75,658.490033
113.03389,74,658.58912
116.593541,80,658.697739
121.528731,78,658.803229
53.300117,52,658.873107
113.561465,80,658.981158
126.024852,83,659.090999
116.955315,77,659.192985
90.382926,74,659.29572
114.023265,68,659.390287
97.272952,75,659.493203
105.866231,75,659.59582
110.597552,78,659.710197
120.256257,79,660.023568
101.632515,66,660.120441
128.885739,79,660.23126
107.26983,78,660.341325
119.551915,77,660.448406
76.479136,63,660.536876
123.243286,85,660.65861
127.85645,88,660.783362
119.109444,81,660.898813
90.057486,62,660.987161
120.830549,82,661.100621
124.192176,86,661.219667
114.813456,84,661.335609
115.06597,83,661.449251
119.273564,75,661.553867
96.177202,79,661.664322
104.301226,87,661.784256
102.235496,77,661.890246
122.550773,77,661.995951
122.511455,96,662.15794
110.059945,89,662.294565
120.555486,80,662.424987
125.343479,84,662.54871
117.537172,75,662.655466
115.768374,74,662.759503
115.345785,92,662.889156
130.512357,87,663.20705
120.580658,76,663.312559
106.858226,77,663.422113
114.801249,86,663.543095
122.824787,87,663.669809
115.244502,81,663.786738
106.2551,78,663.904838
114.689362,71,664.014651
93.571131,63,664.102085
136.263043,90,664.227371
110.537595,84,664.34481
108.721068,69,664.473634
118.969488,86,664.610999
110.002656,72,664.724764
113.076235,80,664.837996
112.258508,78,664.944811
117.908186,74,665.045606
96.553286,69,665.139723
123.779068,86,665.257108
100.754243,72,665.355732
104.44629,68,665.448295
119.176784,78,665.5513
98.985805,76,665.663303
84.425625,74,665.766429
122.374673,77,665.875202
108.276527,78,665.98533
118.107678,91,666.313286
99.812007,82,666.430154
125.152431,85,666.548331
118.465304,86,666.673123
119.043599,81,666.787024
112.060581,76,666.904934
109.921792,83,667.021249
105.931985,77,667.129227
124.652594,82,667.243287
119.374165,93,667.373622
117.395321,78,667.482883
112.689356,81,667.594993
117.380796,79,667.707389
19.059473,8,667.718848
116.11645,76,667.827776
126.687995,93,667.974532
91.147905,69,668.074713
115.983398,91,668.202271
97.904021,68,668.2951
92.892917,89,668.417566
121.570283,84,668.533431
112.048482,82,668.649278
96.638931,66,668.742937
126.54908,90,668.865546
112.796006,79,668.977907
131.019051,107,669.124331
137.195533,105,669.47392
142.729547,104,669.625829
113.170297,84,669.762848
129.57333,90,669.887713
124.370289,80,669.998984
131.072857,96,670.13326
130.001528,88,670.257185
96.061899,70,670.35768
121.097673,91,670.486278
116.892164,79,670.596232
106.03103,78,670.711175
100.401331,77,670.816109
114.580255,77,670.921951
121.951397,101,671.060251
127.451808,95,671.190905
102.515672,71,671.290194
99.934658,68,671.385074
67.975924,54,671.459547
135.755382,90,671.583371
103.749739,71,671.685099
118.363856,86,671.814516
91.634757,71,671.932285
121.809749,88,672.069901
25.287719,14,672.09033
86.71719,79,672.199056
113.886911,78,672.501037
119.04198,83,672.62168
125.613225,86,672.745379
104.420477,74,672.855989
120.200603,97,673.005327
130.069667,79,673.113758
136.1413,103,673.25142
113.915204,81,673.359394
125.945213,105,673.50295
135.528543,90,673.63205
122.707548,94,673.768627
123.581063,93,673.897442
115.904212,87,674.015864
131.059263,91,674.136907
124.31478,89,674.256148
142.586285,102,674.395071
124.943978,91,674.517307
125.716795,87,674.63499
122.015682,86,674.754365
100.775153,79,674.862537
108.390186,81,674.976499
99.106098,73,675.076646
32.954756,23,675.108391
102.66187,69,675.202266
116.662179,84,675.519315
110.217387,81,675.651956
118.592974,96,675.790023
131.227019,88,675.920009
108.462293,93,676.056878
120.724332,79,676.166103
125.757438,89,676.289634
130.966666,108,676.440806
109.155014,76,676.545925
108.459832,85,676.678229
144.413066,108,676.833711
125.110274,88,676.959172
118.133783,95,677.090967
126.018195,86,677.209647
111.213257,75,677.314113
138.737929,105,677.46184
125.379539,90,677.583893
107.163603,69,677.684126
111.057024,72,677.784173
18.162171,8,677.795892
123.971316,96,677.929254
130.190434,90,678.054483
130.197845,87,678.173785
115.535126,91,678.298803
126.469898,89,678.636555
76.162051,64,678.743307
62.481587,59,678.829258
98.166321,73,678.933632
119.103896,88,679.059178
116.055817,90,679.187192
125.282587,88,679.310611
116.304093,96,679.448976
131.036194,91,679.579841
91.169839,76,679.690733
130.044412,81,679.813314
127.211025,81,679.943981
128.498278,91,680.076051
33.442562,26,680.112896
144.561372,104,680.253896
116.123582,103,680.394747
116.434862,94,680.523761
100.830611,72,680.626783
145.562389,116,680.788656
108.901356,88,680.903938
131.417539,95,681.030123
112.107565,77,681.132858
127.848742,85,681.244215
129.1018,96,681.370585
121.967155,81,681.479331
127.12684,85,681.789568
121.532831,84,681.903342
107.530496,85,682.016785
112.092224,83,682.128413
118.003093,76,682.229703
30.104532,28,682.267292
101.100241,79,682.37273
105.226788,73,682.471314
137.470451,115,682.626974
119.160205,78,682.733445
134.933575,98,682.864153
118.253239,91,682.984254
110.976665,74,683.084033
116.519453,82,683.192349
115.141225,77,683.293318
110.459344,79,683.401357
126.048954,95,683.533774
129.920153,87,683.654175
106.609275,80,683.765314
116.607732,84,683.886293
100.981865,73,683.991761
107.871159,70,684.086803
132.017869,92,684.214997
107.527854,73,684.317302
118.790908,77,684.42335
114.304245,84,684.747315
125.58034,81,684.861619
124.3536,87,684.983036
118.618714,83,685.107257
108.211697,78,685.215488
138.63756,97,685.3509
125.230691,83,685.472317
109.196785,88,685.618988
112.320474,83,685.739646
145.662341,92,685.868004
130.95402,88,685.993779
108.829937,85,686.115515
110.401312,75,686.220051
132.902276,99,686.360592
125.7538,89,686.487414
114.565981,73,686.591965
107.562653,68,686.688522
23.021196,13,686.707182
116.324342,72,686.805475
118.648156,91,686.929844
103.658953,73,687.02946
123.713953,90,687.150571
117.234215,80,687.258608
118.881336,81,687.370014
128.872182,94,687.504072
99.502369,74,687.603625
124.69615,86,687.923732
114.960298,84,688.043443
120.405431,93,688.168276
127.063396,87,688.287231
111.023043,79,688.393151
114.449482,79,688.502505
123.75106,85,688.634731
127.646169,81,688.751898
95.357274,72,688.852882
112.704762,85,688.971912
103.530577,76,689.077606
125.888847,98,689.212705
130.411713,92,689.340758
99.970722,65,689.433603
136.817968,100,689.575388
121.155284,92,689.705347
24.746153,14,689.725589
110.819969,83,689.841946
136.715884,100,689.984501
14.67207,5,689.991988
124.622171,85,690.110268
123.325042,87,690.232184
16.278274,6,690.241264
123.835368,77,690.350402
118.90262,85,690.469006
110.451922,75,690.572327
122.029727,97,690.906883
121.183489,81,691.022636
125.236061,95,691.156733
22.472391,12,691.174214
125.682806,80,691.286131
114.958037,79,691.396804
132.532106,97,691.533589
122.033079,84,691.658619
120.976777,81,691.774898
112.439051,70,691.8772
121.431682,86,692.005188
21.996451,14,692.025962
120.840533,92,692.155286
56.61766,61,692.238573
117.722771,91,692.36341
116.614725,80,692.472636
116.709866,99,692.606203
111.697638,80,692.713777
134.516942,91,692.833935
127.335194,90,692.95619
112.761504,84,693.070561
120.111487,96,693.203034
135.640067,92,693.330446
119.777988,85,693.446638
121.393472,84,693.561097
127.60035,88,693.689657
110.749105,84,694.002061
101.528996,78,694.11183
113.898188,80,694.227185
138.542415,102,694.369183
121.287421,80,694.483574
119.327193,86,694.606386
118.49111,84,694.730938
116.697077,90,694.855639
118.214968,77,694.96232
125.06147,87,695.086862
120.170261,87,695.211285
113.502215,81,695.331622
122.644977,92,695.461411
136.270088,111,695.612805
128.253182,104,695.756742
133.985787,98,695.895988
118.119181,92,696.029661
104.17674,92,696.161483
143.006263,106,696.310046
110.625258,82,696.422732
115.208324,86,696.541789
101.821979,71,696.641924
114.188159,93,696.774289
132.990892,95,697.092913
130.539313,90,697.215237
132.236088,101,697.355595
137.192295,105,697.497646
111.193971,94,697.628067
122.731945,77,697.739336
111.717041,78,697.849027
144.111247,111,698.0043
61.125327,57,698.084678
116.902352,84,698.203161
167.935388,144,698.40388
143.961982,98,698.538889
116.720922,72,698.63997
108.955563,83,698.757941
122.876639,90,698.882965
116.066789,80,698.995233
107.263697,86,699.115731
26.600968,21,699.144806
117.310388,83,699.258064
22.93915,17,699.28256
130.366369,91,699.411358
106.180629,86,699.53396
143.09942,103,699.68126
15.890574,7,699.691226
142.287231,95,699.829968
125.020881,84,700.14536
59.665733,48,700.215236
138.563652,104,700.365131
130.675009,87,700.488541
115.570961,95,700.62386
113.418142,78,700.736584
111.205159,72,700.838348
103.170044,81,700.950668
118.375599,86,701.071953
130.570218,103,701.217953
160.887748,122,701.38646
119.032174,83,701.503633
126.051138,88,701.62879
73.682733,54,701.704089
114.537998,71,701.802212
125.931234,95,701.932336
124.038638,81,702.046456
18.619474,23,702.079037
58.067589,44,702.139578
142.945154,98,702.276882
118.743813,90,702.403261
20.383611,14,702.423522
126.062115,87,702.54567
128.972031,101,702.689436
17.809868,7,702.700143
133.036515,98,702.836895
112.67583,83,702.951619
137.946275,93,703.277128
126.946943,82,703.387085
128.194406,93,703.516051
112.992376,79,703.632217
118.146639,79,703.751005
124.145709,81,703.860525
115.034885,83,703.977381
124.428347,88,704.101205
135.240793,96,704.238392
40.625352,31,704.284141
114.776559,74,704.391823
144.221426,115,704.550551
100.783364,78,704.663157
114.653999,87,704.787618
109.098624,87,704.907328
117.931553,88,705.029294
126.389308,93,705.160979
145.415775,103,705.302235
133.33367,103,705.447395
115.878319,89,705.572715
77.884896,66,705.669356
124.550103,90,705.797901
114.774925,84,705.916074
141.110368,104,706.062197
120.309944,92,706.421076
54.551188,51,706.497247
129.087852,103,706.644699
142.904658,110,706.801689
129.679305,94,706.935071
139.729647,107,707.083862
201.265693,147,707.288644
154.325335,118,707.453658
108.689972,88,707.57727
121.418084,96,707.724626
126.655236,93,707.868178
125.749639,87,707.986117
117.338309,95,708.113938
112.192448,87,708.233668
130.501912,90,708.355525
122.854599,88,708.480935
117.881407,75,708.586499
111.849768,83,708.698692
125.467506,80,708.806046
158.110049,121,708.977321
123.883549,86,709.095383
153.878792,116,709.473507
137.067298,89,709.597295
136.820921,91,709.728104
131.00219,94,709.86105
113.492151,81,709.976388
139.447317,99,710.119254
180.768956,137,710.315486
159.12989,122,710.491496
105.664345,79,710.604984
131.546459,104,710.760379
118.69721,88,710.881534
137.488139,102,711.021555
122.371232,82,711.13386
151.692154,118,711.29946
123.648785,81,711.411164
130.030933,101,711.552989
138.629235,104,711.721307
112.548721,71,711.832088
131.840489,100,711.969808
113.722154,89,712.086854
129.319255,84,712.197774
121.334262,83,712.500403
131.371039,93,712.632097
197.966317,142,712.832286
137.937037,108,712.978154
149.789122,101,713.1164
111.999152,79,713.227222
133.701196,100,713.370061
138.728766,95,713.503186
135.850006,107,713.663925
102.803103,78,713.775694
108.597247,74,713.877216
119.97053,103,714.017325
131.426548,95,714.147509
111.070674,73,714.247969
21.6211,11,714.26403
139.724298,100,714.404117
132.973355,104,714.546209
132.029972,93,714.67828
125.746906,93,714.815446
126.279791,103,714.951204
111.758297,96,715.077603
116.481708,89,715.195317
132.112166,104,715.526255
129.989419,92,715.665161
118.7199,98,715.805258
205.036446,147,716.010077
116.456198,77,716.118009
131.963823,96,716.252418
144.505998,115,716.419856
127.2763,93,716.55282
142.7362,115,716.721845
190.714249,144,716.926118
119.378113,89,717.048217
133.738576,94,717.180601
118.330441,84,717.294116
122.377796,89,717.416194
159.32658,112,717.57131
107.031336,85,717.692758
127.895065,94,717.820607
123.649655,85,717.932431
133.350525,90,718.053363
136.617266,105,718.197152
154.499913,125,718.376967
159.014011,131,718.758591
102.033218,72,718.863514
111.090785,82,718.979039
140.222628,108,719.131328
130.035823,92,719.262425
121.004731,88,719.385354
142.187505,106,719.540136
114.948548,91,719.675455
134.483424,95,719.812562
122.461103,95,719.944282
29.731595,20,719.972694
171.688147,114,720.136753
131.845962,106,720.281515
132.734431,104,720.425079
47.674507,34,720.473693
101.518392,77,720.583258
163.373309,145,720.784012
136.617505,95,720.915516
160.76832,133,721.106792
20.138032,10,721.121581
111.249002,82,721.233659
127.340455,102,721.372789
126.542647,97,721.713269
119.262075,101,721.862604
144.836075,103,722.008956
228.102682,188,722.271233
119.629598,88,722.393748
128.185327,93,722.542982
123.628548,94,722.700828
138.439221,102,722.85226
156.954884,130,723.037143
160.904254,127,723.20957
142.240904,105,723.352477
116.425205,97,723.484427
149.685637,134,723.675724
162.530994,134,723.855959
166.904364,140,724.042203
115.605517,82,724.152712
128.109749,83,724.262583
152.718714,127,724.431563
159.514172,121,724.795489
116.29684,94,724.956189
220.279951,158,725.204327
122.011113,101,725.35285
219.383539,176,725.598007
153.406568,103,725.749926
119.802719,92,725.879054
145.625171,106,726.031521
135.903809,93,726.163826
133.689501,101,726.303631
116.224497,96,726.435301
116.687846,102,726.578127
133.247491,113,726.738764
131.212587,116,726.898156
127.856061,92,727.023085
142.338635,119,727.191293
198.153977,157,727.405273
163.053314,135,727.610398
128.279762,94,727.941035
128.567747,87,728.067336
129.627065,99,728.207841
131.897131,110,728.3618
152.265756,113,728.520132
132.652765,94,728.653465
132.222763,102,728.799903
121.865919,89,728.927823
155.073644,137,729.121624
113.033844,74,729.22447
144.729878,108,729.374261
134.133548,129,729.549772
150.811847,114,729.70867
210.964552,168,729.939345
112.39695,84,730.053038
117.339642,101,730.192748
118.4617,87,730.31163
135.994759,108,730.463235
128.115943,87,730.582253
138.801095,92,730.704658
94.544591,69,730.988736
123.876256,94,731.118265
127.806465,93,731.242411
126.948668,98,731.373651
126.258178,98,731.506725
99.003102,78,731.619616
151.655046,116,731.779841
128.038712,89,731.900444
135.631217,98,732.030932
103.493858,80,732.138834
122.94447,87,732.25343
196.850968,163,732.467705
115.405885,84,732.579578
124.163898,80,732.690259
137.501984,100,732.827585
109.677883,88,732.948373
209.149282,167,733.176173
135.953792,93,733.306304
117.561554,93,733.433315
155.982671,115,733.588607
123.853512,95,733.724001
151.319979,111,734.079258
134.334536,100,734.224239
110.576636,76,734.333629
125.650523,96,734.47218
119.863969,85,734.593866
131.932107,96,734.732824
158.322443,122,734.90351
150.017353,107,735.053864
149.307928,117,735.221169
134.261765,99,735.362421
130.220657,88,735.486138
125.166838,86,735.61448
137.245419,105,735.758599
136.163495,101,735.897234
144.155693,102,736.035044
143.282903,98,736.165029
163.971491,124,736.333697
157.634112,120,736.492159
119.19604,82,736.600862
128.039974,81,736.716622
21.557329,10,736.73142
140.83274,110,737.090698
144.726624,106,737.248627
118.339237,78,737.352525
64.378617,61,737.433314
35.578158,32,737.476198
134.201185,111,737.626969
130.688683,91,737.757363
128.737024,88,737.885012
130.851875,89,738.011569
157.335287,124,738.186754
136.705696,96,738.321985
136.509141,99,738.461904
145.740562,104,738.605023
118.783685,101,738.740984
121.845064,84,738.856892
130.424712,99,739.001553
22.250139,13,739.020005
131.271566,97,739.155317
113.304834,90,739.282198
127.954066,96,739.419549
135.876671,98,739.564403
125.509751,97,739.697593
171.105758,135,739.880221
106.998137,78,740.199752
154.062639,124,740.378105
122.429814,86,740.502331
122.620555,107,740.654999
136.304938,99,740.793059
129.768831,101,740.935695
118.664189,80,741.047627
148.250299,105,741.194912
296.144571,230,741.516494
139.492868,114,741.674046
184.363927,159,741.88946
141.275678,98,742.019146
148.936548,123,742.187201
172.37343,140,742.371752
142.038849,115,742.524743
153.475575,116,742.682749
136.43673,117,742.839097
138.751134,104,743.187402
145.729669,116,743.349036
132.044937,81,743.467356
150.825595,106,743.621289
195.732914,186,743.882577
132.719879,93,744.006402
121.651552,93,744.13121
175.872196,154,744.335973
142.956482,128,744.505213
146.91889,113,744.666934
184.064382,148,744.869587
133.014923,102,745.013924
149.503093,116,745.173492
158.11058,130,745.356315
147.383188,131,745.541948
141.710472,119,745.724791
167.978863,151,745.930831
194.812608,179,746.37532
177.146757,157,746.604078
216.089346,170,746.854179
19.270306,8,746.866466
141.004418,103,747.017284
155.988346,137,747.214828
167.314681,139,747.413665
121.195905,99,747.566617
131.419205,97,747.719303
108.392003,117,747.87677
28.346175,19,747.902087
145.533073,112,748.047393
219.394073,192,748.297104
245.382084,198,748.561647
149.010813,118,748.730883
128.739969,97,748.868453
141.607746,126,749.046129
138.524748,97,749.380896
140.258321,95,749.517095
110.909743,113,749.68956
205.631666,171,749.927513
151.096791,133,750.116513
143.351938,108,750.271082
238.310112,202,750.556025
229.083112,168,750.797047
102.520304,78,750.907598
153.074296,123,751.078182
165.755598,132,751.255428
24.676389,15,751.276494
125.965557,118,751.456003
164.567956,130,751.653422
243.514794,208,751.940684
109.206129,96,752.076597
135.314513,94,752.405517
112.570826,85,752.525632
207.167675,174,752.771624
143.88939,127,752.950615
133.757784,95,753.084681
151.114592,117,753.250436
111.569259,82,753.368556
165.98456,145,753.578878
147.864811,118,753.744143
136.842717,98,753.873603
165.321119,126,754.040035
193.217012,171,754.268885
186.684012,177,754.509734
220.689099,191,754.774163
145.285211,139,754.967145
150.511847,113,755.123658
161.597759,129,755.506826
114.336242,87,755.634937
150.734373,114,755.79702
192.498921,143,755.998191
144.81035,111,756.156883
157.820848,120,756.336846
201.403729,163,756.564036
203.627337,167,756.802183
85.410716,71,756.900853
26.196554,14,756.920709
124.728055,85,757.040917
150.926757,116,757.204259
154.840069,122,757.377209
89.90878,71,757.474191
20.565082,10,757.488551
129.164042,99,757.626806
143.229535,100,757.765476
156.375207,124,757.936714
121.359672,89,758.057925
153.630391,132,758.242011
143.672228,103,758.580618
161.141356,116,758.753246
159.049606,121,758.916538
65.831589,48,758.980977
145.445793,108,759.124545
152.100326,126,759.295331
140.152388,114,759.459603
245.338102,205,759.742431
151.6379,107,759.885857
135.735765,100,760.024482
127.066576,87,760.144193
160.286214,131,760.324689
200.729079,153,760.538615
144.749888,108,760.688911
147.07028,116,760.851039
337.489108,281,761.237158
123.278714,91,761.553642
138.577567,111,761.713512
126.025319,104,761.857633
100.021316,74,761.961595
109.337332,80,762.076341
149.620818,106,762.230544
156.517196,124,762.405938
101.676119,82,762.521718
134.324766,89,762.650929
157.597934,120,762.817717
151.16794,109,762.968527
138.490811,93,763.095327
134.270835,94,763.226982
170.786096,136,763.42999
150.779264,113,763.584883
217.493489,186,763.836186
144.777885,112,763.984562
125.041605,93,764.110327
149.097992,112,764.259239
123.80342,82,764.367622
232.556126,169,764.795802
124.963974,85,764.912524
129.153575,91,765.038697
102.569222,81,765.151682
114.049677,79,765.261294
130.728573,88,765.395834
96.189008,77,765.504343
156.96978,112,765.665708
131.491788,93,765.795304
211.232362,158,766.018933
156.396726,111,766.17175
134.167646,97,766.304529
143.297709,106,766.44969
159.88625,110,766.600473
161.803454,145,766.807848
138.37137,101,766.947747
121.005544,75,767.051535
169.996034,119,767.215061
154.167092,115,767.375447
158.650843,116,767.726742
131.533454,94,767.883518
106.210295,81,767.995311
137.884225,115,768.153177
127.655889,95,768.289035
134.910056,103,768.433877
148.823668,123,768.60371
128.706006,90,768.73237
158.168387,121,768.900968
124.141768,85,769.02196
128.538278,96,769.15155
105.222343,75,769.256828
130.401946,85,769.374583
157.413554,113,769.530756
151.993019,117,769.695354
160.428368,129,769.871608
137.860538,108,770.024046
152.450237,108,770.171764
110.037189,79,770.279215
131.810492,90,770.406669
162.669315,116,770.788648
209.243671,155,771.009377
131.143001,93,771.140176
126.225423,86,771.266091
147.793628,109,771.429181
131.413507,84,771.54475
120.450402,90,771.673687
139.540755,103,771.816711
143.105868,98,771.953882
130.068926,84,772.071312
138.655547,101,772.215979
128.453977,86,772.338025
119.108725,80,772.448066
142.551125,103,772.592881
207.736875,142,772.799643
140.983394,105,772.949056
173.426654,129,773.127136
135.749793,101,773.266733
122.41834,84,773.381735
136.819787,107,773.527694
137.923521,106,773.865293
138.858504,106,774.011053
148.585344,105,774.151761
128.99165,98,774.284767
209.275093,156,774.498351
135.501907,97,774.636957
158.025172,125,774.811523
163.590176,125,774.985177
127.16238,90,775.114053
146.422616,105,775.271015
107.501126,89,775.394058
138.455232,98,775.529118
214.180697,164,775.761268
139.222511,97,775.896919
134.341649,100,776.037954
135.897068,85,776.155649
149.256098,111,776.309497
173.030282,134,776.493954
122.33621,80,776.607138
123.951567,81,776.919266
142.893681,100,777.06066
146.812126,111,777.215433
137.673895,101,777.363992
113.769257,79,777.474215
119.658651,87,777.595542
155.572798,120,777.765701
151.122393,110,777.923386
122.693849,93,778.054612
146.030139,94,778.185544
234.01164,169,778.417757
143.987342,107,778.562653
214.949205,174,778.796154
127.541283,96,778.924798
151.086343,125,779.093981
132.383314,101,779.237944
136.999724,107,779.383291
124.632633,91,779.503266
135.843367,91,779.624531
125.333202,94,779.941657
145.510906,106,780.094917
125.317183,89,780.223733
222.417761,176,780.4694
253.496835,183,780.726984
136.38285,94,780.858358
146.619644,103,781.00745
134.703486,93,781.138306
123.800884,99,781.279105
219.736002,175,781.525281
137.131867,103,781.671342
140.848766,106,781.819216
117.959557,89,781.944997
132.260658,91,782.071129
126.255154,91,782.215658
