# {"env_id": "HopperBulletEnv-v0", "t_start": 1587161614.5459487} 
r,l,t
138.592712,108,782.363842
124.483193,98,782.497123
127.470144,104,782.641177
129.236292,94,782.769577
157.944915,131,783.18827
137.032631,104,783.354192
169.533431,158,783.586947
169.15565,117,783.75593
130.199543,84,783.874235
144.367398,103,784.014318
137.287949,93,784.142179
165.38346,131,784.333045
142.516609,104,784.481518
124.123219,87,784.604585
145.047988,112,784.760017
143.038641,104,784.902815
172.254566,136,785.084717
273.971342,220,785.427173
145.561102,107,785.591433
203.791698,142,785.801591
153.799415,115,785.965431
167.474751,149,786.37296
21.048614,10,786.3878
163.574103,137,786.581036
49.312592,42,786.644045
161.16768,125,786.82496
227.339444,178,787.080298
129.371123,98,787.227329
301.893711,227,787.57102
154.038869,123,787.742203
255.565911,232,788.056602
142.063878,102,788.194753
131.725915,96,788.325837
133.232335,102,788.468822
157.272078,113,788.626677
136.61261,97,788.760647
143.62583,119,788.926593
196.087706,152,789.332569
129.585174,87,789.459855
128.70721,90,789.588574
139.780169,103,789.736385
164.344506,133,789.9226
141.256047,107,790.077465
149.959594,104,790.223852
111.402633,79,790.337841
174.320322,123,790.513523
140.205558,102,790.698466
163.982687,125,790.868889
133.925276,94,790.99673
135.885744,94,791.127095
154.455046,116,791.307798
116.146525,82,791.434366
108.321025,80,791.55156
209.566371,151,791.762834
144.945516,105,791.905957
130.173981,95,792.04163
128.759162,92,792.172731
130.967689,91,792.494131
145.373705,100,792.641928
134.910157,104,792.787854
125.643744,86,792.907116
139.617396,114,793.06897
236.447853,183,793.324163
35.240861,27,793.362349
134.23517,94,793.497896
119.153707,81,793.623723
120.928433,86,793.745253
135.13624,104,793.888688
296.077473,223,794.193228
150.343999,122,794.360954
166.202501,136,794.547916
157.940114,118,794.713015
134.261239,103,794.853702
147.103685,100,794.989886
129.60538,84,795.105467
141.249223,109,795.25702
164.296728,135,795.653131
214.162588,162,795.871006
134.058267,107,796.013384
140.985036,112,796.162176
244.561136,187,796.418097
156.028093,110,796.567023
145.878373,124,796.740063
230.507996,188,796.998478
160.058944,124,797.171134
408.366661,314,797.595971
120.968018,100,797.738718
143.070469,94,797.872075
217.141456,153,798.086924
126.206437,94,798.215347
135.722407,110,798.562519
131.535313,93,798.712467
161.135904,137,798.900954
153.223032,109,799.055201
147.359452,133,799.23989
136.939162,100,799.38726
133.50654,94,799.518307
148.288816,104,799.670896
145.94116,120,799.845122
149.59266,123,800.019646
132.243293,100,800.16377
324.094255,261,800.529969
122.425724,72,800.632209
141.753616,106,800.778365
131.605301,102,800.918504
135.78125,101,801.060143
142.666557,108,801.210572
123.288649,98,801.348782
155.116526,120,801.746252
226.763742,177,801.995111
149.300155,126,802.173248
217.222336,159,802.398176
135.4114,93,802.530523
140.004234,89,802.658328
298.633294,245,803.005135
131.23752,90,803.129776
128.624122,93,803.25869
141.982872,112,803.423751
46.809521,43,803.484657
124.834674,104,803.638773
111.982589,93,803.775019
220.88803,160,803.984252
272.2245,204,804.251302
137.827091,104,804.395359
169.435538,118,804.768985
159.0245,118,804.935865
135.705638,105,805.083429
215.073841,168,805.318862
274.75225,250,805.694628
348.468644,261,806.060217
130.933543,100,806.19825
133.64683,105,806.344938
220.215143,184,806.596889
128.540815,91,806.724877
229.774218,172,806.962841
196.292247,139,807.157924
151.462059,123,807.340086
216.896786,163,807.572338
184.793876,127,807.950739
237.987675,202,808.230452
208.527023,140,808.426958
125.058012,86,808.547114
187.020242,161,808.780783
149.806258,116,808.942223
163.010916,125,809.116109
380.432324,285,809.507609
155.350572,122,809.677354
312.128948,255,810.032989
170.805509,143,810.237917
131.797298,93,810.370582
232.949897,196,810.645868
157.600189,121,810.996791
276.932643,208,811.278735
219.466787,168,811.512979
123.113705,106,811.659746
117.32714,79,811.768163
232.625861,175,812.005124
134.131617,107,812.159578
154.807616,113,812.317862
155.273075,114,812.476922
168.083438,143,812.676697
139.385131,109,812.827194
121.047545,102,812.971741
241.270099,203,813.248043
292.968727,230,813.563336
130.966999,93,813.695358
296.093956,238,814.221941
158.630868,136,814.413444
228.334765,158,814.636885
161.947507,123,814.809202
124.811985,89,814.932877
145.584882,107,815.082027
306.353189,246,815.43694
111.073035,85,815.556958
185.336421,152,815.76403
187.046331,151,815.965508
253.516283,193,816.231626
141.920376,100,816.370376
142.938529,104,816.515635
155.704928,116,816.682594
125.933615,99,817.014081
208.527236,189,817.283802
149.1723,113,817.440856
180.296803,139,817.641304
219.911487,168,817.875152
188.921689,157,818.09286
140.772998,105,818.242573
376.543325,318,818.684431
195.619566,146,818.881399
142.170726,92,819.007176
122.685213,90,819.130895
94.80346,76,819.239305
128.044826,92,819.371843
223.091655,176,819.618712
39.441089,36,819.672189
147.02873,126,820.046112
154.793205,119,820.214556
232.361932,184,820.478908
339.202189,287,820.890203
137.490011,107,821.039792
218.190073,184,821.299021
132.824077,86,821.419065
147.762707,120,821.584286
199.8637,163,821.813592
411.668863,349,822.29423
144.180921,103,822.439488
266.043661,203,822.716056
225.764313,209,823.190757
388.69093,332,823.643643
363.214604,289,824.031013
210.125608,159,824.24402
132.527192,97,824.374938
142.525685,125,824.542291
126.418435,93,824.670588
158.970958,132,824.853167
242.812087,197,825.124155
348.988907,265,825.491009
240.023894,216,825.795995
155.94978,112,826.144775
141.289578,102,826.287383
270.966531,215,826.589257
150.477633,118,826.756135
249.608552,180,827.003915
255.284315,208,827.325501
131.037524,89,827.449456
136.393036,93,827.580826
163.511742,146,827.787514
126.336695,92,827.914373
313.355756,262,828.276112
17.425853,6,828.285007
194.469195,150,828.491543
96.614749,68,828.587115
191.744029,134,828.774096
129.149319,94,828.902565
145.810541,111,829.272425
525.00205,447,829.877324
196.04849,180,830.121808
289.593516,233,830.44521
209.440743,176,830.68877
201.092885,169,830.921719
335.945793,288,831.367516
366.421191,286,831.758326
148.766881,114,831.917785
153.221239,134,832.337636
269.851999,206,832.63122
161.430201,126,832.812751
267.495115,207,833.102433
238.042675,187,833.360631
169.526152,141,833.5582
224.854791,173,833.804383
135.020791,103,833.949268
130.933104,135,834.132111
190.010255,137,834.324581
225.509261,176,834.559925
151.491485,129,834.73427
336.465974,275,835.096405
130.432153,90,835.413981
148.319396,103,835.560941
143.62624,100,835.70836
211.372197,164,835.939886
34.481501,23,835.972864
237.617206,184,836.228594
126.324983,89,836.356843
34.622672,31,836.400694
190.410292,150,836.611243
135.410726,99,836.750266
144.562083,102,836.888459
269.433521,207,837.172422
210.864651,154,837.385827
334.578507,268,837.75137
142.544703,118,837.907327
209.953391,148,838.105002
339.924412,260,838.667862
159.185987,133,838.855361
148.802146,99,839.000821
144.439808,101,839.141345
192.357091,148,839.358122
171.117092,126,839.531959
398.227753,302,839.951071
344.590369,281,840.333913
122.558741,80,840.453336
296.41504,210,840.74395
191.718806,151,840.951102
92.887758,76,841.054483
29.16123,22,841.084945
215.872499,166,841.574355
125.141359,93,841.723624
384.670086,290,842.190603
102.159544,69,842.298008
154.760614,111,842.476447
191.064857,136,842.683669
214.708574,167,842.950908
178.789474,139,843.147764
213.465112,175,843.418426
122.107681,84,843.559227
141.406175,112,843.73971
104.09999,84,843.860531
159.725332,118,844.03275
155.261045,115,844.197893
271.296254,209,844.500602
125.23892,84,844.813569
91.639008,67,844.911668
125.874489,101,845.055683
284.867338,222,845.366131
212.132393,184,845.608677
565.184442,465,846.355717
372.32196,286,846.790308
237.502934,197,847.077729
172.720455,126,847.251419
140.795761,106,847.408951
380.667905,289,848.01764
212.107895,172,848.251741
144.488016,131,848.427561
193.588072,147,848.626719
170.503135,131,848.814241
198.186546,138,849.007655
179.08937,124,849.180198
213.480225,198,849.449313
343.246175,256,849.796149
239.70665,203,850.070114
207.895862,172,850.300642
207.72956,162,850.522192
134.405512,96,850.651762
130.75519,105,850.981141
138.407831,100,851.11844
137.480976,109,851.270525
199.307963,156,851.490228
101.257032,68,851.587023
272.212606,200,851.871587
191.159395,136,852.055002
273.515912,196,852.31941
135.225117,113,852.474094
275.807661,210,852.756118
131.613453,96,852.886802
213.938435,165,853.116831
137.11454,91,853.241633
221.846632,150,853.448608
246.956478,188,853.713713
121.033295,84,854.015929
302.339566,240,854.354069
139.696018,86,854.468984
167.138594,123,854.636589
297.649555,235,854.951024
270.170718,215,855.241287
301.119574,225,855.536079
133.065561,110,855.692122
342.712477,259,856.053449
295.027242,242,856.3889
139.020557,103,856.530965
194.963785,149,856.743055
214.534779,166,857.174792
123.103158,96,857.309757
483.337183,367,857.830959
225.95627,167,858.070334
144.038133,105,858.224289
143.588565,114,858.388237
129.114561,102,858.531589
223.511555,195,858.805516
236.371803,185,859.066392
132.775209,99,859.206639
275.253607,188,859.473512
337.30612,244,859.82292
258.197305,210,860.327343
209.527285,182,860.58204
252.185259,205,860.873438
313.529305,241,861.20845
145.728073,109,861.359157
234.23909,190,861.632636
145.472676,119,861.797419
300.753725,222,862.100511
201.3301,156,862.317359
105.923428,77,862.422012
139.165041,94,862.549236
323.505476,257,862.908876
290.23083,208,863.417341
217.787386,192,863.69424
83.767516,61,863.786415
228.844312,174,864.038098
432.384061,348,864.522133
462.762852,364,865.019905
460.335263,378,865.554699
356.253331,286,865.950785
324.716521,275,866.540358
211.300195,165,866.776813
134.583044,94,866.907859
298.468832,232,867.23749
190.369486,132,867.414062
420.216206,325,867.864898
194.176506,135,868.078825
627.49685,536,868.81588
265.924753,250,869.357284
355.880517,288,869.764572
192.826146,157,869.981273
324.626026,244,870.322202
352.91504,295,870.743751
179.398449,159,870.960174
239.92563,231,871.280939
379.809084,298,871.694229
178.17778,145,871.906988
294.849351,237,872.445943
125.713824,112,872.603544
121.188967,111,872.770752
248.698419,197,873.052428
156.201936,132,873.238194
397.699863,338,873.742068
388.365506,312,874.176604
657.116744,538,874.911397
103.994231,99,875.051821
137.925584,106,875.203849
130.797885,106,875.552056
313.490115,291,875.974406
145.84602,109,876.139966
187.903034,150,876.350724
150.339118,118,876.516522
179.867344,145,876.721202
342.484084,290,877.124094
133.739424,123,877.291556
230.164923,209,877.578649
192.825344,162,877.809995
488.210438,373,878.319041
222.070034,204,878.810984
543.452702,484,879.501096
295.304868,243,879.848421
189.770138,146,880.060898
402.219951,353,880.561052
133.109729,125,880.73539
97.957212,71,880.835351
336.405287,258,881.194908
174.015621,131,881.42084
151.613139,139,881.814033
322.211657,251,882.165564
323.912202,263,882.529787
577.595468,460,883.165214
206.491464,161,883.388131
23.456506,12,883.40591
269.996502,218,883.71534
250.583059,209,884.009095
138.462009,114,884.174813
162.603647,131,884.356245
271.894745,236,884.878231
189.017362,129,885.060024
19.477867,150,885.273356
141.017122,98,885.413182
133.652724,98,885.552881
178.715467,133,885.745865
128.031455,98,885.883202
268.595114,202,886.162804
141.100067,100,886.300688
187.488138,158,886.51247
415.014392,322,886.958727
155.988307,112,887.116613
207.300411,145,887.317291
194.666746,141,887.512522
116.021395,77,887.622517
157.429154,106,887.969969
293.329321,237,888.318706
145.400788,105,888.465791
159.878475,139,888.661972
162.428857,112,888.822397
68.98891,54,888.900723
163.570604,119,889.071019
218.523252,168,889.303247
391.621248,366,889.810649
553.927224,449,890.431475
389.702791,306,891.07142
171.607667,136,891.263456
266.142231,250,891.612408
885.821045,700,892.605866
131.195348,102,892.752918
337.925591,246,893.094692
272.39821,213,893.391088
213.701745,167,893.621577
264.398873,201,894.111785
140.058817,114,894.273238
153.545924,106,894.420576
237.454732,176,894.669116
235.614265,192,894.940734
132.667586,88,895.063113
470.965937,449,895.692971
227.796882,180,895.942132
403.824003,316,896.388976
202.173875,169,896.624575
174.75878,124,896.801327
200.925009,160,897.219366
149.387598,110,897.373441
379.53037,268,897.750402
152.017639,111,897.906932
210.924606,141,898.102058
401.334554,327,898.569809
214.825801,148,898.776111
310.537554,209,899.06286
148.430599,109,899.216693
151.981784,96,899.348473
134.647972,88,899.469407
223.536028,168,899.704433
136.886093,100,899.841438
233.907171,164,900.27413
130.532464,102,900.417932
193.350444,135,900.606353
139.225727,96,900.743716
205.278171,148,900.949811
256.87625,204,901.23694
374.422754,285,901.637461
221.820679,149,901.840762
218.840091,162,902.068575
23.871729,20,902.097764
478.15312,390,902.638231
135.186285,109,902.79425
132.899574,96,902.929958
357.459909,242,903.46092
245.520357,176,903.71682
229.250985,164,903.987013
310.78083,218,904.322908
283.811917,207,904.616127
227.988009,179,904.859388
163.851026,123,905.025589
216.493474,154,905.235768
682.233947,506,905.93178
242.39865,198,906.450871
225.21598,159,906.691096
132.249284,87,906.816407
350.384767,246,907.168334
127.876981,94,907.299438
125.497661,82,907.416167
119.260991,85,907.539273
135.532716,91,907.671924
136.132116,91,907.799293
141.869835,96,907.931203
185.806128,133,908.115324
131.189284,82,908.230862
121.944667,82,908.345415
378.586664,267,908.746726
101.870185,68,908.840008
353.095071,245,909.169907
105.96638,75,909.271395
197.294706,126,909.63777
138.943463,90,909.761192
114.218847,75,909.863959
126.860486,87,909.983065
281.245549,197,910.247752
137.161703,88,910.365806
363.835053,243,910.69821
402.975162,276,911.077645
121.126438,81,911.189061
132.594113,92,911.31574
110.923145,84,911.431473
99.910116,72,911.533268
328.925424,224,911.841953
146.05476,112,911.999634
349.59854,250,912.557209
152.830736,104,912.708056
139.895907,105,912.856443
198.106944,166,913.088423
413.768067,302,913.513881
224.067573,148,913.749559
151.675848,109,913.902308
192.653232,144,914.101578
132.464621,99,914.239831
196.743893,136,914.427744
75.560901,63,914.516477
102.547938,70,914.616178
